house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
10872,2,HOUSE,HOUSE,Merelbeke,9820,Potaardeberg,22,,1,,299000,0,0,0,0,0,TO_RENOVATE,0,0,0,271,155,271,
10871,3,HOUSE,HOUSE,Deinze,9800,Sint-Hubertstraat,115,,1,2,145000,0,0,0,0,0,TO_RENOVATE,1,56,0,197,160,197,
10873,3,HOUSE,HOUSE,Heusden (9070),9070,Leenstraat,40,,0,,379000,0,0,0,0,0,TO_RENOVATE,0,0,0,550,160,550,
10876,3,HOUSE,HOUSE,Sprimont,4140,Rue de Sendrogne,39,,1,4,335000,0,1,18,0,0,TO_BE_DONE_UP,1,563,0,885,147,885,
10875,5,HOUSE,HOUSE,Merksem,2170,Gildestraat,28,,1,,429000,0,0,0,0,0,JUST_RENOVATED,1,33,0,219,186,219,
10874,4,HOUSE,HOUSE,Melle,9090,Merelbekestraat,76,,0,,399000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,258,230,258,
10877,4,HOUSE,HOUSE,Kraainem,1950,Avenue Oscar de Burbure,65,,1,3,549000,0,1,8,0,0,TO_BE_DONE_UP,1,220,0,350,216,350,UnderOption
10878,5,HOUSE,HOUSE,De Pinte,9840,Pintestraat,58,,1,2,333000,0,1,,0,0,TO_RENOVATE,1,280,0,400,231,400,
10880,2,HOUSE,HOUSE,Liège,4000,Rue Fond des Tawes,136,,1,3,150000,0,1,16,0,0,TO_BE_DONE_UP,1,95,0,185,77,185,
10883,6,HOUSE,VILLA,Knokke-Heist Knokke,8300,Bosduivenlaan,2,,1,4,5995000,0,1,,0,0,JUST_RENOVATED,0,0,0,805,346,805,
10879,3,HOUSE,HOUSE,Laarne,9270,Bosstraat,5,,1,4,349000,0,0,0,0,0,TO_BE_DONE_UP,1,433,0,433,218,433,
10882,6,HOUSE,HOUSE,Wezembeek-Oppem,1970,Avenue des Hêtres Rouges,39,,1,4,840000,0,1,,0,0,TO_BE_DONE_UP,1,700,0,800,334,800,
10881,3,HOUSE,VILLA,Edegem,2650,Mechelsesteenweg,252,,1,4,550000,0,1,,0,0,TO_BE_DONE_UP,1,1450,0,1722,200,1722,
10884,3,HOUSE,HOUSE,Dendermonde,9200,Smeyskensstraat,19,,1,3,365000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,1369,228,1369,
10885,2,HOUSE,BUNGALOW,Pont-à-Celles Viesville,6230,Rue Albert 1er,2,02,1,4,120000,0,1,20,0,0,TO_BE_DONE_UP,1,300,0,364,50,364,
10886,4,HOUSE,MANSION,GOSSELIES,6041,Rue Joseph Wauters,12,,1,2,295000,0,1,35,0,0,TO_BE_DONE_UP,1,1280,0,1280,169,1280,
10887,3,HOUSE,HOUSE,BORNEM,2880,Grootheide,35,,1,2,160000,0,0,0,0,0,TO_RENOVATE,1,263,0,345,118,345,UnderOption
10888,3,HOUSE,HOUSE,Liège,4000,Rue Renardi,267,,1,2,270000,0,1,10,0,0,JUST_RENOVATED,1,300,0,405,148,405,
10890,6,HOUSE,HOUSE,Liège,4020,Rue Thône,12,,1,2,279900,0,1,48,0,0,TO_BE_DONE_UP,0,0,0,115,205,115,UnderOption
10889,3,HOUSE,HOUSE,Braine-l'Alleud,1420,Chaussée Reine Astrid,48,,1,2,285000,0,1,21,0,0,TO_RENOVATE,1,128,0,205,140,205,UnderOption
10891,3,HOUSE,TOWN_HOUSE,Roeselare,8800,Gulden-Sporenstraat,10,,0,3,299000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,493,180,493,
10892,3,HOUSE,HOUSE,Liège Grivegnée,4030,Rue de Gaillarmont,619,,1,3,300000,1,0,0,0,0,JUST_RENOVATED,1,500,0,650,180,650,
10893,3,HOUSE,COUNTRY_COTTAGE,Geraardsbergen,9500,Atembekestraat,189,,1,3,325000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,2200,292,2200,
10894,6,HOUSE,HOUSE,Sint-Andries,8200,Gistelse Steenweg,279,,0,4,339000,0,0,0,0,0,TO_RENOVATE,0,0,0,210,270,210,
10896,4,HOUSE,HOUSE,Vleteren,8640,Westvleterendorp,6,,0,3,349000,0,0,0,0,0,TO_RENOVATE,0,0,0,500,442,500,
10895,2,HOUSE,HOUSE,Dendermonde,9200,Mandekensstraat,214,,1,3,340000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,426,131,426,UnderOption
10897,4,HOUSE,HOUSE,Gavere,9890,Veldstraat,121,,0,4,349000,0,0,0,0,0,TO_RENOVATE,0,0,0,676,319,676,
10898,5,HOUSE,HOUSE,Oosteeklo,9968,Ertveldesteenweg,52,,0,,379000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,999,,999,
10899,3,HOUSE,VILLA,Genk,3600,Aspergerijstraat,67,,0,4,398000,0,0,0,0,0,TO_RENOVATE,0,0,0,2399,176,2399,UnderOption
10901,5,HOUSE,BUNGALOW,Jabbeke,8490,Oudenburgweg,73,,0,4,675000,0,0,0,0,0,TO_RENOVATE,0,0,0,8615,222,8615,
10900,4,HOUSE,HOUSE,Auderghem,1160,,,,0,2,498000,0,1,,0,0,TO_RENOVATE,1,77,0,1500,145,1500,UnderOption
10902,4,HOUSE,VILLA,Lasne,1380,Tienne Du Peuthy,1a,,1,4,695000,0,1,20,1,1,TO_BE_DONE_UP,1,2000,0,2135,260,2135,UnderOption
10903,16,HOUSE,VILLA,Brasschaat,2930,Bredabaan,714,,1,4,850000,0,0,0,1,1,TO_RENOVATE,0,0,0,7158,847,7158,
10906,6,HOUSE,MANSION,Woluwe-Saint-Pierre,1150,,,,1,3,1700000,0,0,0,0,0,TO_RENOVATE,1,250,0,510,380,510,
10904,3,HOUSE,VILLA,Wommelgem,2160,Selsaetenstraat,60,,1,4,990000,0,0,0,1,1,TO_RENOVATE,0,0,0,6575,381,6575,
10905,3,HOUSE,EXCEPTIONAL_PROPERTY,Sint-Pieters-Leeuw,1600,Fabriekstraat,9,,1,3,1450000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,3950,809,3950,
10909,4,HOUSE,HOUSE,Leopoldsburg,3970,Berkenlaan,54,,0,4,235000,0,0,0,0,0,TO_RENOVATE,0,0,0,430,232,430,
10908,0,HOUSE,HOUSE,Kortrijk,8510,Marksestraat,17,,0,4,395000,0,0,0,0,0,TO_RESTORE,0,0,0,1569,,1569,
10910,3,HOUSE,TOWN_HOUSE,Aalst,9300,Welvaartstraat,57,,0,2,299000,1,1,,0,0,TO_BE_DONE_UP,0,0,0,0,230,0,
10907,6,HOUSE,VILLA,Lasne,1380,,,,1,4,1900000,0,1,105,0,0,TO_RENOVATE,1,7000,1,8055,500,8055,
10911,3,HOUSE,VILLA,Lebbeke,9280,,,,1,,1695000,0,0,0,0,0,JUST_RENOVATED,0,0,0,12060,340,12060,
10912,3,HOUSE,HOUSE,Tintigny,6730,Rue Saint-Hubert,118,,1,2,125000,0,0,0,0,0,TO_RENOVATE,1,120,0,372,,372,
10913,4,HOUSE,HOUSE,LA LOUVIÈRE,7100,,,,0,3,149000,0,1,20,0,0,TO_BE_DONE_UP,1,320,0,457,120,457,UnderOption
10914,4,HOUSE,HOUSE,FLÉNU,7012,,,,0,2,150000,0,1,,0,0,TO_RENOVATE,0,0,0,465,167,465,
10917,3,HOUSE,HOUSE,Nazareth,9810,Kortebosstraat,6,,0,3,225000,0,0,0,0,0,TO_RENOVATE,0,0,0,488,107,488,
10916,2,HOUSE,HOUSE,Dendermonde,9200,Broekkantstraat,170,,0,3,197000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,125,142,125,UnderOption
10915,3,HOUSE,HOUSE,Wervik,8940,Toekomststraat,1,,1,2,169000,0,1,,0,0,TO_RESTORE,0,0,0,70,149,70,
10919,4,HOUSE,HOUSE,Lier,2500,Pannenhuisstraat,330,,1,2,249000,0,1,,0,0,TO_RENOVATE,0,0,0,227,200,227,UnderOption
10918,2,HOUSE,HOUSE,Hoboken,2660,Ijskelderstraat,79,,0,2,239000,0,1,15,0,0,TO_BE_DONE_UP,0,0,0,73,120,73,
10920,4,HOUSE,HOUSE,Lokeren,9160,Rechtstraat,400,,0,4,589000,0,0,0,0,0,TO_RENOVATE,0,0,0,3363,192,3363,UnderOption
10921,2,HOUSE,HOUSE,Meerhout,2450,Veldstraat,40,,1,,169000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,0,190,0,
10922,2,HOUSE,HOUSE,Aalst,9300,Ledebaan,250,,0,2,235000,0,1,,0,0,TO_RENOVATE,0,0,0,614,147,614,UnderOption
10923,3,HOUSE,HOUSE,Pelt,3900,Zavelstraat,36,,1,4,269000,0,1,,0,0,TO_RENOVATE,0,0,0,0,167,0,UnderOption
10924,3,HOUSE,HOUSE,Tielt,8700,Hollandlaan,2,,1,3,355000,0,1,20,1,1,TO_BE_DONE_UP,1,90,0,451,242,451,
10925,3,HOUSE,HOUSE,Sint-Genesius-Rode,1640,Hof-Ten-Hout,132,,1,3,370000,1,1,15,0,0,TO_BE_DONE_UP,1,1,0,510,130,510,UnderOption
10927,0,HOUSE,VILLA,Ronse,9600,Zandstraat,12,,0,,555000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,7076,550,7076,
10928,3,HOUSE,HOUSE,Holsbeek,3220,Langeveld,50,,1,4,595000,0,1,25,1,1,TO_BE_DONE_UP,1,720,0,1538,195,1538,
10926,4,HOUSE,HOUSE,Antwerpen,2180,Oudstrijderslei,85,,0,3,448000,0,1,21,1,1,TO_BE_DONE_UP,1,385,0,518,284,518,UnderOption
10929,5,HOUSE,VILLA,Dilbeek,1700,Kattenstraat,44,,1,4,895000,0,1,,1,1,TO_BE_DONE_UP,0,0,0,4689,334,4689,UnderOption
10930,3,HOUSE,HOUSE,Ledegem,8880,Slypsstraat,18,,1,4,575000,0,0,0,0,0,TO_RENOVATE,0,0,0,11000,109,11000,
10931,3,HOUSE,HOUSE,Watervliet,9988,Ketterijstraat,69,,0,,299000,0,0,0,0,0,TO_RENOVATE,0,0,0,1216,,1216,
10932,3,HOUSE,HOUSE,HOBOKEN,2660,Hof ter Heidelaan,8,,1,3,299000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,0,187,0,UnderOption
10934,2,HOUSE,HOUSE,HAINE-SAINT-PIERRE,7100,,,,1,2,139999,0,1,30,0,0,TO_RENOVATE,1,199,0,199,150,199,
10933,5,HOUSE,HOUSE,De Pinte,9840,LIJSTERSTRAAT,21,,0,4,455000,0,1,,0,0,TO_RENOVATE,0,0,0,560,222,560,
10937,3,HOUSE,HOUSE,Izegem,8870,Emiel Neirynckstraat,1,,0,4,349000,0,1,,0,0,TO_RENOVATE,0,0,0,1116,268,1116,
10936,3,HOUSE,HOUSE,Westerlo,2260,Nieuwstraat,56,,0,3,220000,0,1,,0,0,TO_RENOVATE,0,0,0,320,127,320,UnderOption
10935,4,HOUSE,HOUSE,Liège,4020,Rue de Fétinne,47,,1,2,175000,1,1,12,0,0,TO_BE_DONE_UP,0,0,0,70,114,70,UnderOption
10938,3,HOUSE,HOUSE,Rotselaar,3110,Olivierstraat,42,,1,4,449000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,1629,441,1629,
10939,6,HOUSE,HOUSE,Oudsbergen,3670,Moorenweg,7,,0,4,795000,0,1,50,0,0,TO_RENOVATE,1,27632,0,28110,650,28110,
10940,0,HOUSE,HOUSE,Zandvoorde (8400),8400,Keignaertlaan,72,,0,,210000,0,0,0,0,0,TO_RENOVATE,0,0,0,0,,0,
10941,2,HOUSE,HOUSE,Leffinge,8432,Dorpsstraat,135,,1,2,170000,0,0,0,0,0,TO_RENOVATE,1,328,0,536,164,536,
10942,2,HOUSE,HOUSE,Zutendaal,3690,Driesstraat,5,,1,4,249000,0,1,,0,0,TO_RENOVATE,0,0,0,581,103,581,
10943,4,HOUSE,HOUSE,BORGLOON,3840,Boomstraat,85,,1,4,252000,0,0,0,0,0,TO_RENOVATE,0,0,0,606,157,606,
10944,5,HOUSE,HOUSE,Ougrée,4102,Rue Du Roi Albert,113,,1,2,259000,0,1,35,1,1,TO_BE_DONE_UP,1,240,0,535,260,535,UnderOption
10945,4,HOUSE,HOUSE,Knesselare,9910,Kerkstraat,51,,0,,260000,0,0,0,0,0,TO_RENOVATE,0,0,0,688,362,688,
10946,2,HOUSE,MIXED_USE_BUILDING,Kortrijk,8500,Halenplein,4,,1,2,265000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,132,317,132,
10947,2,HOUSE,HOUSE,Zemst,1982,Diependaalstraat,17,,1,3,315000,0,0,0,1,1,TO_BE_DONE_UP,1,1,0,500,139,500,UnderOption
10948,2,HOUSE,HOUSE,KESSEL LO,3010,Lange Lostraat,168,,1,3,320000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,0,188,0,UnderOption
10949,3,HOUSE,HOUSE,Kapelle-op-den-Bos,1880,Wilgenplein,8,,1,3,349000,0,1,1,1,1,TO_BE_DONE_UP,1,1,0,550,214,550,
10951,3,HOUSE,VILLA,SINT-MARTENS-LATEM,9830,Bunderweg,18,,1,4,895000,0,0,0,0,0,JUST_RENOVATED,0,0,0,600,206,600,
10952,3,HOUSE,HOUSE,Waarschoot,9950,Zoutweg,120,,1,,360000,0,0,0,0,0,JUST_RENOVATED,0,0,0,260,136,260,
10953,5,HOUSE,HOUSE,Bouillon Corbion,6838,Rue du Tambour,30,,1,2,149500,0,1,15,0,0,TO_RENOVATE,1,400,0,562,156,562,
10950,3,HOUSE,HOUSE,Asper,9890,Steenweg,130,,0,,389000,0,0,0,0,0,JUST_RENOVATED,1,178,0,493,262,493,
10954,2,HOUSE,HOUSE,Grâce-Hollogne,4460,Rue des Meuniers,36,A,1,2,179000,0,0,0,0,0,TO_RENOVATE,1,275,0,476,151,476,
10955,3,HOUSE,HOUSE,Gent Drongen,9031,Domien Ingelsstraat,26,,1,2,395000,0,1,,0,0,TO_RENOVATE,0,0,0,111,140,111,
10956,4,HOUSE,HOUSE,Boom,2850,Hoogstraat,22,,0,2,429000,0,0,0,0,0,JUST_RENOVATED,1,38,0,0,250,0,
10958,3,HOUSE,FARMHOUSE,Dikkelvenne,9890,Gemeentehuisstraat,8,,1,,1190000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,2427,387,2427,
10957,4,HOUSE,HOUSE,Brakel,9660,Hoogkouterstraat,11,,0,4,395000,0,1,,0,0,TO_RENOVATE,0,0,0,4573,141,4573,
10959,4,HOUSE,HOUSE,Auderghem,1160,Avenue Charles Schaller,4,,1,2,460000,0,1,,0,0,TO_BE_DONE_UP,1,100,0,165,140,165,
10961,5,HOUSE,VILLA,Tielt,8700,Driesstraat,77,,1,4,539000,0,1,40,1,1,TO_BE_DONE_UP,1,1000,0,1706,300,1706,
10960,4,HOUSE,HOUSE,Mechelen,2800,Caputsteenstraat,148,,1,2,320000,0,1,,0,0,JUST_RENOVATED,1,37,0,125,153,125,
10962,2,HOUSE,HOUSE,Erpe-Mere,9420,Boskouterstraat,59,,1,4,259000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,360,177,360,UnderOption
10963,3,HOUSE,HOUSE,Sint-Pieters-Leeuw,1600,Hendrik Consciencestraat,7,,1,,330000,0,0,0,0,0,TO_RENOVATE,1,45,0,114,170,114,
10964,5,HOUSE,HOUSE,Aalst (9300),9300,Anderenbroek,46,,1,,349000,0,0,0,0,0,TO_RENOVATE,0,0,0,2890,205,2890,
10966,3,HOUSE,HOUSE,Aalst (9300),9300,Lindenstraat,22,,0,,375000,0,0,0,0,0,TO_RENOVATE,0,0,0,464,200,464,
10965,5,HOUSE,HOUSE,Denderhoutem,9450,Anderenbroek,46,,1,,349000,0,0,0,0,0,TO_RENOVATE,0,0,0,2890,205,2890,
10967,4,HOUSE,VILLA,LEMBEKE,9971,Gravin Madeleine d'Alcantaralaan,45,,1,4,667000,0,1,,1,1,TO_RENOVATE,0,0,0,8597,255,8597,
10969,3,HOUSE,HOUSE,Hoeilaart,1560,Edgard Sohiestraat,16,,1,4,469000,0,1,17,0,0,TO_RENOVATE,0,0,0,1360,173,1360,
10968,4,HOUSE,HOUSE,Liège,4000,Rue Auguste Donnay,55,,1,2,275000,0,1,5,0,0,TO_RENOVATE,1,100,0,192,207,192,
10970,2,HOUSE,HOUSE,Anderlecht,1070,Rue de l'Orphelinat,50,,1,2,260000,0,0,0,0,0,TO_RENOVATE,0,0,0,125,125,125,
10971,3,HOUSE,HOUSE,Dentergem,8720,Vaerestraat,34,,0,3,289000,0,0,0,0,0,TO_RENOVATE,0,0,0,1224,150,1224,
10974,3,HOUSE,HOUSE,Heist-op-den-Berg Booischot,2221,Ter Laken,35,,0,3,425000,0,1,,0,0,JUST_RENOVATED,0,0,0,617,130,617,
10973,5,HOUSE,HOUSE,Gent,9000,Harelbekestraat,18,,1,2,415000,0,1,33,0,0,TO_BE_DONE_UP,0,0,0,125,181,125,
10972,3,HOUSE,HOUSE,WENDUINE,8420,Lemallaan,17,,1,3,325000,0,0,0,0,0,TO_RENOVATE,0,0,0,430,363,430,
10975,3,HOUSE,MANSION,VICHTE,8570,Bosstraat,11,,1,,595000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,1947,275,1947,
10976,4,HOUSE,VILLA,LAARNE,9270,Parklaan,36,,1,4,448000,0,1,,1,1,TO_BE_DONE_UP,0,0,0,586,286,586,
10977,4,HOUSE,HOUSE,Rotselaar,3110,Torenstraat,69,,1,,359000,0,1,22,0,0,TO_RENOVATE,1,170,0,643,162,643,
10978,2,HOUSE,HOUSE,BRUGELETTE,7940,Rue des Combattants,51,,1,,139000,0,0,0,0,0,TO_RENOVATE,1,379,0,454,140,454,UnderOption
10981,4,HOUSE,HOUSE,Hulshout,2235,Elsbroekstraat,6,,1,4,295000,0,1,,0,0,TO_RENOVATE,0,0,0,640,189,640,
10980,3,HOUSE,HOUSE,Roeselare,8800,Batavialaan,52,,1,2,280000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,267,212,267,
10979,3,HOUSE,HOUSE,ERTVELDE,9940,Hoge Avrijestraat,48,,1,3,314000,0,1,,1,1,TO_RENOVATE,0,0,0,444,128,444,
10982,3,HOUSE,HOUSE,Sint-Truiden,3800,Tongersesteenweg,350,,0,3,335000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,370,142,370,
10983,7,HOUSE,HOUSE,Schelle,2627,Peperstraat,115,,0,3,350000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,170,325,170,
10984,3,HOUSE,HOUSE,Beveren,9120,Grote Kouterstraat,123,,0,4,395000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,1447,195,1447,
10985,4,HOUSE,VILLA,Le Rœulx,7070,Rue des Ecaussinnes,121,,1,4,275000,0,1,,0,0,TO_BE_DONE_UP,0,0,1,1327,225,1327,
10986,3,HOUSE,HOUSE,Hasselt,3512,Sterrebos,64,,0,4,359000,0,0,0,0,0,TO_RENOVATE,0,0,0,955,191,955,
10987,3,HOUSE,HOUSE,Knokke-Heist,8300,Kalvekeetdijk,157,,0,1,469000,0,0,0,0,0,TO_RENOVATE,1,158,0,315,150,315,
10988,8,HOUSE,HOUSE,Beerse,2340,Gierleseweg,24,,0,4,485000,0,1,,0,0,TO_RENOVATE,0,0,0,1201,336,1201,
10989,1,HOUSE,CHALET,Aywaille,4920,Rue du fond,42,,1,4,95000,0,1,,0,0,TO_RENOVATE,0,0,0,588,63,588,
10990,5,HOUSE,HOUSE,Seraing,4100,Rue Peetermans,70,,1,2,180000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,90,180,90,
10994,5,HOUSE,HOUSE,Meensel-Kiezegem,3391,Attenrodestraat,9,,0,3,295000,0,0,0,0,0,TO_RENOVATE,1,660,0,1057,199,1057,
10992,3,HOUSE,HOUSE,Hoegaarden,3320,Ernest Ourystraat,54,,0,2,250000,0,0,0,0,0,TO_RENOVATE,1,25,0,170,160,170,
10991,2,HOUSE,HOUSE,JAMBES,5100,,,,0,2,249000,0,1,,0,0,TO_BE_DONE_UP,1,198,0,198,129,198,UnderOption
10993,2,HOUSE,HOUSE,Lier Koningshooikt,2500,Mechelbaan,71,,1,3,280000,0,1,,0,0,TO_RENOVATE,0,0,0,910,125,910,UnderOption
10995,5,HOUSE,HOUSE,Wanze,4520,Rue de Leumont,56,,1,4,295000,0,1,,0,0,TO_BE_DONE_UP,1,900,0,1113,219,1113,UnderOption
10996,3,HOUSE,HOUSE,Sinaai-Waas,9112,Keizerstraat,57,,0,3,299000,0,0,0,0,0,TO_RENOVATE,0,0,0,708,160,708,
10997,3,HOUSE,HOUSE,Boutersem,3370,Koutemstraat,15,,0,3,312000,0,1,20,0,0,TO_RENOVATE,1,754,0,870,223,870,
10998,3,HOUSE,HOUSE,Oupeye,4680,Rue Haie Martin,6,,1,4,325000,0,1,,1,1,TO_BE_DONE_UP,0,0,0,600,240,600,NotarySale
10999,4,HOUSE,HOUSE,Brugge,8000,Louis de Potterstraat,25,,0,4,339000,0,1,,0,0,TO_BE_DONE_UP,1,500,0,583,147,583,
11001,4,HOUSE,HOUSE,Sint-Pieters-Leeuw,1600,Jan Vanderstraetenstraat,170,,1,3,349000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,990,131,990,UnderOption
11000,3,HOUSE,HOUSE,Scherpenheuvel-Zichem,3270,IJzerlaan,12,,1,4,345000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,812,126,812,
11002,2,HOUSE,TOWN_HOUSE,Dilbeek,1702,Kievitenlaan,4,,1,2,349000,0,1,19,0,0,TO_BE_DONE_UP,0,0,0,135,174,135,UnderOption
11003,4,HOUSE,HOUSE,Sint-Niklaas,9100,Lodewijk Dosfelstraat,11,,0,2,349000,0,1,20,0,0,JUST_RENOVATED,1,30,0,128,174,128,UnderOption
11005,2,HOUSE,HOUSE,Gent,9000,Westergemstraat,303,,1,,395000,0,1,,0,0,JUST_RENOVATED,0,0,0,225,146,225,
11004,3,HOUSE,VILLA,Zwalm,9630,Zottegemsesteenweg,49,,0,,365000,0,0,0,0,0,TO_RENOVATE,0,0,0,1440,,1440,
11007,4,HOUSE,VILLA,Rixensart,1330,,,,1,4,499000,0,1,20,0,0,TO_RENOVATE,1,600,0,912,180,912,UnderOption
11006,2,HOUSE,HOUSE,Wondelgem,9032,Westergemstraat,303,,1,,395000,0,1,,0,0,JUST_RENOVATED,0,0,0,225,146,225,
11010,3,HOUSE,HOUSE,HOUTHALEN-HELCHTEREN,3530,Tienschuur,37,,0,4,295000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,1270,142,1270,
11009,5,HOUSE,VILLA,Waterloo,1410,Rue Champ Rodange ,137,,1,4,595000,0,1,35,0,0,TO_RENOVATE,0,0,0,975,179,975,UnderOption
11008,5,HOUSE,VILLA,Pepingen,1670,Heikruisesteenweg,25,,1,4,525000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,2107,205,2107,
11011,3,HOUSE,HOUSE,ANTWERPEN,2170,Spreeuwenstraat,18,,1,3,299000,0,0,0,0,0,TO_RENOVATE,1,45,0,166,195,166,
11013,4,HOUSE,HOUSE,Turnhout,2300,Begijnenstraat,13,,1,2,315000,0,0,0,0,0,JUST_RENOVATED,0,0,0,64,147,64,
11014,5,HOUSE,HOUSE,DUFFEL,2570,Kruisstraat,158,,0,3,445000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,1279,245,1279,
11015,3,HOUSE,HOUSE,HOUFFALIZE,6660,Buret,9,,0,4,175000,0,1,45,0,0,TO_RENOVATE,0,0,0,815,163,815,
11012,2,HOUSE,HOUSE,BOORTMEERBEEK,3191,Leuvensesteenweg,33,,0,3,299000,0,0,0,0,0,TO_RENOVATE,0,0,0,350,147,350,
11017,2,HOUSE,HOUSE,VORSELAAR,2290,Riemenstraat,75,,1,3,234000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,190,109,190,
11016,4,HOUSE,HOUSE,GEEL,2440,Logen,118,,1,3,199000,0,1,,0,0,TO_RENOVATE,0,0,0,278,134,278,
11018,3,HOUSE,HOUSE,AALST,9300,Sint-Ursmaarstraat,8,,0,2,249000,0,0,0,0,0,JUST_RENOVATED,0,0,0,53,102,53,
11020,3,HOUSE,HOUSE,Westerlo,2260,Hulshoutsesteenweg,6,,1,4,325000,0,1,,0,0,TO_RENOVATE,0,0,0,1610,180,1610,
11021,3,HOUSE,HOUSE,BRASSCHAAT,2930,Vredelei,15,,0,2,327000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,230,147,230,
11019,5,HOUSE,HOUSE,HERSELT,2230,Wezelseheide,5,,1,4,265000,0,1,,0,0,TO_RENOVATE,0,0,0,800,130,800,
11022,3,HOUSE,HOUSE,Balen,2490,Steenweg op Leopoldsburg,19,,1,3,379000,0,1,,0,0,JUST_RENOVATED,0,0,0,1014,140,1014,
11023,6,HOUSE,HOUSE,Zwijndrecht,2070,Krijgsbaan,65,,0,3,440000,0,0,0,0,0,TO_RENOVATE,0,0,0,261,318,261,
11026,2,HOUSE,HOUSE,HASSELT,3500,Willekensmolenstraat,7,,1,2,249000,0,0,0,0,0,TO_RENOVATE,0,0,0,100,113,100,
11024,2,HOUSE,BUNGALOW,Kontich,2550,Koningin Astridlaan,67,,1,4,549000,0,0,0,0,0,TO_RENOVATE,1,874,0,1008,219,1008,
11025,3,HOUSE,HOUSE,Gooik,1755,Strijlandstraat,45,,0,3,295000,0,1,,0,0,TO_RENOVATE,1,300,0,309,172,309,
11028,2,HOUSE,HOUSE,Lummen,3560,Rekhovenstraat,51,,1,3,279000,0,0,0,0,0,TO_RENOVATE,0,0,0,9744,94,9744,
11027,2,HOUSE,HOUSE,ORP-JAUCHE,1350,Rue de Huy,19,,1,3,260000,0,0,0,0,0,TO_RENOVATE,0,0,0,904,130,904,
11031,3,HOUSE,HOUSE,ZICHEM,3271,Pater Beckxstraat,15,,0,2,175000,0,0,0,0,0,TO_RENOVATE,0,0,0,220,153,220,
11030,3,HOUSE,HOUSE,MECHELEN,2800,Grote Nieuwedijkstraat,313,,1,3,399000,0,0,0,0,0,JUST_RENOVATED,1,29,0,132,165,132,
11029,3,HOUSE,HOUSE,Hombeek,2811,Moerbeistraat,16,,0,2,335000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,167,158,167,
11036,5,HOUSE,HOUSE,GENK,3600,Biegrachtstraat,54,,0,2,319000,0,0,0,0,0,JUST_RENOVATED,0,0,0,177,188,177,
11032,2,HOUSE,HOUSE,VORSELAAR,2290,Molenbaan,95,,1,4,209000,0,1,,0,0,TO_RENOVATE,0,0,0,500,161,500,
11033,3,HOUSE,HOUSE,TESSENDERLO,3980,Schoterweg,118,,1,3,249000,0,0,0,0,0,TO_RENOVATE,0,0,0,1520,123,1520,
11035,4,HOUSE,HOUSE,GENK,3600,Calvariestraat,41,,0,4,290000,0,0,0,0,0,TO_RENOVATE,0,0,0,749,184,749,
11034,2,HOUSE,HOUSE,SCHOTEN,2900,Constant Neutjensstraat,59,,1,2,285000,0,0,0,0,0,JUST_RENOVATED,0,0,0,40,120,40,
11037,5,HOUSE,HOUSE,SCHAERBEEK,1030,Avenue Princesse Elisabeth,101-103,,0,,629000,0,0,0,0,0,TO_RENOVATE,0,0,0,260,495,260,
11039,3,HOUSE,HOUSE,LEOPOLDSBURG,3970,Sint-Amandinastraat,34,,1,3,205000,0,1,35,0,0,TO_RENOVATE,1,110,0,354,185,354,
11038,2,HOUSE,BUNGALOW,Hastière,5540,Domaine Montmeuse,24,,1,4,129000,0,1,10,0,0,JUST_RENOVATED,1,700,0,791,70,791,
