house_index,url,bedrooms,property_type,property_subtype,locality,postal_code,street,number,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
8447,https://www.immoweb.be/en/classified/apartment/for-sale/schaarbeek/1030/20111144,3,APARTMENT,APARTMENT,Schaarbeek,1030,Rue Des Chardons - Distelsstraat,44,1,2,395000,0,1,12,1,1,GOOD,0,0,0,,147,,
8448,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4000/20128464,4,APARTMENT,APARTMENT,Liège,4000,Rue Charles Magnette,11,1,,395000,0,0,0,0,0,GOOD,0,0,0,,177,,
8450,https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20183798,4,APARTMENT,APARTMENT,Oostrozebeke,8780,Hoogstraat,28,1,,399000,0,1,,0,0,GOOD,0,0,0,,185,,
8452,https://www.immoweb.be/en/classified/apartment/for-sale/westende/8434/20221047,3,APARTMENT,APARTMENT,Westende,8434,Koning Ridderdijk,45,0,,425000,1,1,,0,0,GOOD,0,0,0,,103,,
8451,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20194129,2,APARTMENT,APARTMENT,Oostende,8400,Visserskaai,18,0,,425000,0,1,2,0,0,,0,0,0,,90,,
8453,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/11278540,2,APARTMENT,APARTMENT,Oostende,8400,Albert I-Promenade,43,1,,439000,0,1,,0,0,GOOD,0,0,0,,87,,
8454,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20123296,3,APARTMENT,APARTMENT,Uccle,1180,Avenue Winston Churchill - Winston Churchilllaan,59,1,3,495000,0,1,43,1,1,JUST_RENOVATED,0,0,0,,111,,
8455,https://www.immoweb.be/en/classified/apartment/for-sale/zwijnaarde/9052/20240222,4,APARTMENT,APARTMENT,Zwijnaarde,9052,Cornelis de Schepperestraat,30-32,0,,495000,0,1,,0,0,TO_RENOVATE,0,0,0,,240,,
8457,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20149570,2,APARTMENT,APARTMENT,Gent,9000,Floraliënlaan,11,1,,529000,0,1,15,0,0,,0,0,0,,126,,
8456,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11381149,1,APARTMENT,APARTMENT,Gent,9000,Kortrijksepoortstraat,9A,0,,525000,0,1,17,0,0,GOOD,0,0,0,,95,,
8458,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20120664,2,APARTMENT,APARTMENT,Brussel,1000,Rue Des Sables - Zandstraat,27A,1,2,535000,0,1,15,0,0,AS_NEW,0,0,0,,164,,
8461,https://www.immoweb.be/en/classified/house/for-sale/ramillies/1367/11463264,3,HOUSE,HOUSE,Ramillies,1367,Rue Grand Warichet,5,1,4,335000,0,1,,0,0,AS_NEW,1,270,0,450,140,450,
8459,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20239935,2,APARTMENT,APARTMENT,Knokke-Heist,8300,Patriottenstraat,46,0,,539000,0,0,0,0,0,GOOD,0,0,0,,66,,
8460,https://www.immoweb.be/en/classified/house/for-sale/hamme/9220/20083694,3,HOUSE,HOUSE,HAMME,9220,Theet,46,0,3,329000,0,1,,0,0,GOOD,0,0,0,467,184,467,
8463,https://www.immoweb.be/en/classified/house/for-sale/eeklo/9900/20247922,4,HOUSE,HOUSE,Eeklo,9900,Raverschootstraat,262,1,,340000,0,0,0,0,0,TO_RENOVATE,0,0,0,1370,201,1370,
8462,https://www.immoweb.be/en/classified/house/for-sale/ingelmunster/8770/20224883,3,HOUSE,HOUSE,Ingelmunster,8770,Timmermanstraat,14,1,,335000,0,1,,0,0,GOOD,0,0,0,360,140,360,
8464,https://www.immoweb.be/en/classified/house/for-sale/villers-le-bouillet/4530/20201033,4,HOUSE,HOUSE,VILLERS-LE-BOUILLET,4530,Rue Bois Grumsel,15,0,4,349000,0,1,25,0,0,GOOD,1,1000,0,1491,161,1491,
8465,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20073588,3,HOUSE,HOUSE,Deinze,9800,Machelenstraat,84,1,,349000,0,1,,0,0,TO_RENOVATE,0,0,0,716,163,716,
8466,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2060/20225652,4,HOUSE,HOUSE,ANTWERPEN,2060,Vlagstraat,52,1,2,359000,0,0,0,0,0,GOOD,1,14,0,87,167,87,
8467,https://www.immoweb.be/en/classified/house/for-sale/zwijnaarde/9052/20218206,3,HOUSE,HOUSE,Zwijnaarde,9052,Cornelis de Schepperestraat,28,1,,369000,0,1,,0,0,TO_RENOVATE,0,0,0,742,140,742,
8468,https://www.immoweb.be/en/classified/house/for-sale/gentbrugge/9050/20096076,3,HOUSE,HOUSE,Gentbrugge,9050,Heusdenbaan,51,0,,389000,0,1,,0,0,GOOD,1,142,0,142,151,142,
8469,https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20214432,3,HOUSE,HOUSE,Melle,9090,Brugstraat,13,1,,389000,0,1,,0,0,GOOD,0,0,0,189,175,189,
8470,https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20206947,3,HOUSE,HOUSE,Melle,9090,Heusdenbaan,51,0,,389000,0,1,18,0,0,GOOD,1,142,0,142,151,142,
8471,https://www.immoweb.be/en/classified/house/for-sale/gavere/9890/11424346,3,HOUSE,HOUSE,Gavere,9890,Veldstraat,87,0,,419000,0,0,0,0,0,TO_RENOVATE,0,0,0,1821,165,1821,
8473,https://www.immoweb.be/en/classified/house/for-sale/berchem/2600/20240525,3,HOUSE,HOUSE,BERCHEM,2600,Generaal Drubbelstraat,94,1,,425000,0,1,11,0,0,JUST_RENOVATED,0,0,0,65,138,65,
8474,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/boussu/7301/11080656,3,HOUSE,MIXED_USE_BUILDING,Boussu,7301,Rue de la Fontaine,58,1,2,440000,0,1,,0,0,AS_NEW,0,0,0,642,425,642,
8472,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wichelen/9260/20096238,7,HOUSE,MIXED_USE_BUILDING,Wichelen,9260,Statiestraat,35,0,3,420000,0,1,,0,0,GOOD,0,0,0,565,425,565,
8475,https://www.immoweb.be/en/classified/house/for-sale/waterloo/1410/20243580,4,HOUSE,HOUSE,Waterloo,1410,Chaussée De Charleroi,76,1,3,449000,0,1,20,1,1,GOOD,1,810,0,1100,185,1100,
8477,https://www.immoweb.be/en/classified/house/for-sale/virton/6760/20237265,6,HOUSE,HOUSE,VIRTON,6760,Rue du Maréchal Foch,53,1,4,465000,0,1,45,0,0,JUST_RENOVATED,1,200,0,420,268,420,
8476,https://www.immoweb.be/en/classified/house/for-sale/brakel/9660/20166368,5,HOUSE,HOUSE,Brakel,9660,Spoorwegstraat,58-60,0,2,449000,0,1,,0,0,,0,0,0,1135,305,1135,
8478,https://www.immoweb.be/en/classified/house/for-sale/anderlecht/1070/20123623,3,HOUSE,HOUSE,Anderlecht,1070,Rue Docteur Roux,38,1,2,469000,0,1,7,0,0,AS_NEW,1,33,0,33,213,33,
8479,https://www.immoweb.be/en/classified/apartment-block/for-sale/comblain-au-pont/4171/20095111,6,HOUSE,APARTMENT_BLOCK,Comblain-au-Pont,4171,Rue Embiérir,18,1,4,475000,0,1,108,0,0,GOOD,1,322,0,712,320,712,
8481,https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/20127613,3,HOUSE,HOUSE,Vilvoorde,1800,Joost van Den Vondelstraat,15,1,2,485000,0,1,70,0,0,GOOD,1,121,0,204,205,204,
8483,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2018/20168347,7,HOUSE,MIXED_USE_BUILDING,ANTWERPEN,2018,Cuylitsstraat,65,1,2,485000,0,1,4,0,0,TO_BE_DONE_UP,0,0,0,70,217,70,
8480,https://www.immoweb.be/en/classified/house/for-sale/sint-eloois-winkel/8880/20180129,3,HOUSE,HOUSE,Sint-Eloois-Winkel,8880,Olympialaan,4,1,,479000,0,1,,0,0,GOOD,0,0,0,814,290,814,
8484,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2018/20168348,7,HOUSE,HOUSE,ANTWERPEN,2018,Cuylitsstraat,65,1,2,485000,0,1,4,0,0,TO_BE_DONE_UP,0,0,0,70,217,70,
8482,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2000/20168350,7,HOUSE,HOUSE,ANTWERPEN,2000,Cuylitsstraat,65,1,2,485000,0,1,4,0,0,TO_BE_DONE_UP,0,0,0,70,217,70,
8486,https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/20255517,3,HOUSE,HOUSE,BRASSCHAAT,2930,Paulusstraat,51,1,2,495000,0,1,,0,0,AS_NEW,0,0,0,293,186,293,
8485,https://www.immoweb.be/en/classified/house/for-sale/magnee/4623/20242026,3,HOUSE,HOUSE,MAGNÉE,4623,Rue du Centenaire,25,1,3,490000,0,1,,1,1,GOOD,1,695,0,1080,236,1080,
8487,https://www.immoweb.be/en/classified/house/for-sale/oud-heverlee/3052/11357077,3,HOUSE,HOUSE,OUD-HEVERLEE,3052,Slagbaan,31,1,4,525000,0,0,0,0,0,GOOD,0,0,0,2412,188,2412,
8488,https://www.immoweb.be/en/classified/farmhouse/for-sale/herzele/9550/20112694,7,HOUSE,FARMHOUSE,Herzele,9550,Gentweg,78,0,4,525000,0,0,0,0,0,TO_RENOVATE,0,0,0,13589,272,13589,
8491,https://www.immoweb.be/en/classified/house/for-sale/estinnes/7120/20304536,3,HOUSE,HOUSE,ESTINNES,7120,,,1,3,75000,0,0,0,0,0,TO_RENOVATE,0,0,0,800,155,800,
8492,https://www.immoweb.be/en/classified/house/for-sale/landenne/5300/20304231,1,HOUSE,HOUSE,LANDENNE,5300,,,1,3,179000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,1073,80,1073,
8489,https://www.immoweb.be/en/classified/villa/for-sale/genappe/1470/20192480,5,HOUSE,VILLA,GENAPPE,1470,Rue du Wanroux,7,1,4,545000,0,1,,0,0,TO_RENOVATE,0,0,0,8170,370,8170,
8490,https://www.immoweb.be/en/classified/house/for-sale/torhout/8820/20261983,3,HOUSE,HOUSE,Torhout,8820,Bruggestraat,141,0,4,659000,0,0,0,0,0,GOOD,1,2900,0,3576,208,3576,
8493,https://www.immoweb.be/en/classified/apartment/for-sale/sint-amandsberg/9040/20317411,1,APARTMENT,APARTMENT,Sint-Amandsberg,9040,Filips Benthuysstraat,20,1,,193000,0,1,10,0,0,GOOD,0,0,0,,75,,
8494,https://www.immoweb.be/en/classified/house/for-sale/moorsele/8560/20302185,3,HOUSE,HOUSE,Moorsele,8560,Warandestraat,83,0,,225000,0,1,,0,0,GOOD,0,0,0,183,137,183,
8496,https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/20302033,3,HOUSE,HOUSE,Poperinge,8970,Lokerse weg,6,0,,345000,0,1,,0,0,GOOD,0,0,0,376,121,376,
8500,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20104019,3,APARTMENT,APARTMENT,Ixelles,1050,,,1,2,750000,0,1,11,0,0,AS_NEW,0,0,0,,184,,
8498,https://www.immoweb.be/en/classified/house/for-sale/landen/3401/20305700,3,HOUSE,HOUSE,Landen,3401,Walhostraat,70,0,3,410000,0,0,0,0,0,,0,0,0,924,311,924,
8495,https://www.immoweb.be/en/classified/house/for-sale/wevelgem/8560/20301116,4,HOUSE,HOUSE,Wevelgem,8560,Roeselarestraat,81,0,,299000,0,1,,0,0,GOOD,0,0,0,2271,293,2271,
8497,https://www.immoweb.be/en/classified/house/for-sale/dilbeek/1702/20302642,3,HOUSE,HOUSE,Dilbeek,1702,,,1,3,380000,0,1,,0,0,GOOD,1,20,0,103,145,103,
8499,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20249721,3,APARTMENT,APARTMENT,Blankenberge,8370,Zeedijk,224,0,,585000,0,1,,0,0,AS_NEW,0,0,0,,98,,
8502,https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20293266,1,APARTMENT,APARTMENT,De Haan,8420,Torenhofstraat,2,0,,85000,0,0,0,0,0,AS_NEW,0,0,0,,30,,
8503,https://www.immoweb.be/en/classified/ground-floor/for-sale/de-haan/8420/20293267,1,APARTMENT,GROUND_FLOOR,De Haan,8420,Torenhofstraat,2,0,,99000,0,0,0,0,0,AS_NEW,0,0,0,,32,,
8501,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20282690,3,APARTMENT,APARTMENT,Gent,9000,hubert frere orbanlaan,352,1,,379000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,,146,,
8506,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20293265,2,APARTMENT,APARTMENT,Blankenberge,8370,Prinsenlaan,53,0,,200000,0,0,0,0,0,AS_NEW,0,0,0,,59,,
8504,https://www.immoweb.be/en/classified/apartment/for-sale/de-haan/8420/20293364,1,APARTMENT,APARTMENT,De Haan,8420,Torenhofstraat,2,0,,105000,0,0,0,0,0,AS_NEW,0,0,0,,40,,
8507,https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20293045,2,APARTMENT,APARTMENT,Kortrijk,8500,Spoorweglaan,11,0,,219000,0,1,,0,0,AS_NEW,0,0,0,,86,,
8505,https://www.immoweb.be/en/classified/apartment/for-sale/gedinne/5575/20293325,2,APARTMENT,APARTMENT,Gedinne,5575,Rue Raymond Gridlet,3,1,,119000,0,1,30,0,0,GOOD,1,20,0,,80,,
8511,https://www.immoweb.be/en/classified/house/for-sale/menen/8930/20313551,3,HOUSE,HOUSE,Menen,8930,Kon.Elisabethstraat,15,1,2,139000,0,0,0,0,0,GOOD,1,54,0,112,,112,
8510,https://www.immoweb.be/en/classified/house/for-sale/veurne/8630/20312427,4,HOUSE,HOUSE,Veurne,8630,Sacramentstraat,14,0,2,99000,0,0,0,0,0,TO_RENOVATE,0,0,0,194,,194,
8509,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20293046,3,APARTMENT,APARTMENT,Oostende,8400,Van Iseghemlaan,61,0,,449000,0,1,7,0,0,GOOD,0,0,0,,100,,
8508,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20293321,2,APARTMENT,APARTMENT,Mechelen,2800,Raghenoplein,4,1,,270000,0,1,,0,0,JUST_RENOVATED,0,0,0,,75,,
8513,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/20312146,4,HOUSE,HOUSE,Halle,1500,Hellebroek,36,0,3,365000,0,1,,0,0,,0,0,0,245,150,245,
8518,https://www.immoweb.be/en/classified/house/for-sale/lokeren/9160/20256718,5,HOUSE,HOUSE,LOKEREN,9160,Krekelstraat,13,1,2,529000,0,0,0,1,1,GOOD,0,0,0,0,370,0,
8514,https://www.immoweb.be/en/classified/house/for-sale/massemen/9230/20309350,3,HOUSE,HOUSE,Massemen,9230,Schoolstraat,19,1,3,349000,0,0,0,0,0,TO_BE_DONE_UP,1,90,0,317,226,317,
8515,https://www.immoweb.be/en/classified/house/for-sale/brugge/8200/20309518,3,HOUSE,HOUSE,Brugge,8200,Zandstraat,359,1,3,595000,0,1,33,0,0,AS_NEW,1,320,0,426,170,426,
8517,https://www.immoweb.be/en/classified/house/for-sale/gentbrugge/9050/20255735,4,HOUSE,HOUSE,Gentbrugge,9050,Arthur Latourstraat,42,0,,345000,0,1,,0,0,TO_RENOVATE,0,0,0,80,152,80,
8516,https://www.immoweb.be/en/classified/house/for-sale/paturages/7340/20245863,3,HOUSE,HOUSE,PATURAGES,7340,Rue du Peuple,61,1,,195000,0,0,0,0,0,AS_NEW,1,44,0,180,140,180,
8512,https://www.immoweb.be/en/classified/house/for-sale/menen/8930/20311608,4,HOUSE,HOUSE,Menen,8930,,,0,2,169000,0,1,10,0,0,AS_NEW,1,20,0,90,202,90,
8519,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20250308,2,APARTMENT,APARTMENT,Gent,9000,Ham,25,1,,750000,0,1,11,0,0,AS_NEW,0,0,0,,95,,
8520,https://www.immoweb.be/en/classified/villa/for-sale/meise/1861/20216233,5,HOUSE,VILLA,Meise,1861,Papenboskant,37,1,4,720000,0,1,,0,0,,0,0,0,1945,295,1945,
8522,https://www.immoweb.be/en/classified/villa/for-sale/affligem/1790/20218739,4,HOUSE,VILLA,Affligem,1790,Blakmeers,22,1,4,890000,0,1,,0,0,GOOD,1,3000,0,3347,341,3347,
8523,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/mechelen/2800/20253462,8,HOUSE,MIXED_USE_BUILDING,Mechelen,2800,Leopoldstraat,113,1,2,995000,0,1,35,0,0,TO_BE_DONE_UP,1,130,0,333,419,333,
8524,https://www.immoweb.be/en/classified/house/for-sale/etterbeek/1040/20214965,4,HOUSE,HOUSE,Etterbeek,1040,,,1,3,1950000,0,1,23,0,0,AS_NEW,1,200,0,500,418,500,
8521,https://www.immoweb.be/en/classified/house/for-sale/brugge/8310/20278992,3,HOUSE,HOUSE,Brugge,8310,Eikenberg,26,1,4,795000,0,1,10,0,0,JUST_RENOVATED,1,350,0,607,231,607,
8525,https://www.immoweb.be/en/classified/house/for-sale/sint-pieters-leeuw/1600/20232821,4,HOUSE,HOUSE,Sint-Pieters-Leeuw,1600,Eiklaan,3,1,3,365000,0,1,,0,0,GOOD,0,0,0,247,130,247,
8526,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2000/20209640,2,HOUSE,HOUSE,Antwerpen,2000,Everdijstraat,11,1,2,429000,1,1,14,0,0,GOOD,0,0,0,0,134,0,
8528,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20297942,2,APARTMENT,APARTMENT,Bruxelles,1000,,,1,2,615000,0,0,0,1,1,AS_NEW,0,0,0,,132,,
8527,https://www.immoweb.be/en/classified/house/for-sale/de-pinte/9840/20305334,3,HOUSE,HOUSE,De Pinte,9840,Vredestraat,1c,1,3,525000,0,1,16,0,0,AS_NEW,1,50,0,240,130,240,
8532,https://www.immoweb.be/en/classified/flat-studio/for-sale/antwerpen/2000/20260831,0,APARTMENT,FLAT_STUDIO,ANTWERPEN,2000,Van Arteveldestraat,28/30,1,2,132000,0,0,0,0,0,GOOD,0,0,0,,31,,
8529,https://www.immoweb.be/en/classified/house/for-sale/zedelgem/8211/20315915,3,HOUSE,HOUSE,Zedelgem,8211,Eernegemsestraat,162,0,4,259000,0,0,0,0,0,TO_RENOVATE,0,0,0,1039,,1039,
8530,https://www.immoweb.be/en/classified/house/for-sale/merksem/2170/20316599,2,HOUSE,HOUSE,MERKSEM,2170,Bredabaan,564,1,,329000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,100,,100,
8533,https://www.immoweb.be/en/classified/flat-studio/for-sale/namur/5000/20317266,1,APARTMENT,FLAT_STUDIO,Namur,5000,Rue Saint-Jacques,16,1,2,169000,0,0,0,0,0,AS_NEW,0,0,0,,51,,
8535,https://www.immoweb.be/en/classified/apartment/for-sale/jette/1090/20313470,2,APARTMENT,APARTMENT,Jette,1090,Grondwetlaan,114,1,2,259000,0,0,0,0,0,GOOD,0,0,0,,101,,
8531,https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/20316845,3,HOUSE,VILLA,Braine-l'Alleud,1420,"Rue de la Légère Eau, 61",,0,4,330000,0,0,0,0,0,,1,250,0,871,115,871,
8536,https://www.immoweb.be/en/classified/apartment/for-sale/bredene/8450/20258469,2,APARTMENT,APARTMENT,Bredene,8450,Zandheuvel,1,0,,275000,1,1,5,0,0,,0,0,0,,73,,
8534,https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20211330,3,HOUSE,HOUSE,Roeselare,8800,Meensesteenweg,727B,1,,229000,0,1,,0,0,GOOD,0,0,0,180,110,180,
8539,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20295128,3,HOUSE,HOUSE,Brugge,8000,Oostendse Steenweg,20,0,4,395000,0,0,0,0,0,GOOD,0,0,0,167,374,167,
8538,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2660/20300371,5,HOUSE,HOUSE,Antwerpen,2660,Hof ter Heidelaan,12,1,2,360000,0,1,20,0,0,JUST_RENOVATED,1,100,0,170,180,170,
8537,https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/20299556,3,HOUSE,HOUSE,NINOVE,9400,DENDERMEERSEN,118,1,3,325000,0,0,0,0,0,GOOD,0,0,0,426,181,426,
8541,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20315764,3,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,,,1,2,415000,0,1,3,0,0,AS_NEW,0,0,0,,100,,
8542,https://www.immoweb.be/en/classified/house/for-sale/drongen/9031/20298402,4,HOUSE,HOUSE,DRONGEN,9031,Keuze,5,1,3,420000,0,1,,0,0,,0,0,0,520,172,520,
8543,https://www.immoweb.be/en/classified/duplex/for-sale/uccle/1180/20149893,1,APARTMENT,DUPLEX,Uccle,1180,Avenue Moliere,101,1,2,495000,0,0,0,0,0,JUST_RENOVATED,0,0,0,,90,,
8544,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20312715,3,APARTMENT,APARTMENT,Forest,1190,Avenue Du Domaine - Domeinlaan,157,1,,495000,0,1,14,0,0,GOOD,0,0,0,,144,,
8540,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20258699,1,APARTMENT,APARTMENT,Gent,9000,Zuidstationstraat,6,1,,398000,0,0,0,0,0,JUST_RENOVATED,0,0,0,,92,,
8545,https://www.immoweb.be/en/classified/house/for-sale/jette/1090/20294898,4,HOUSE,HOUSE,Jette,1090,Rue Tilmont,66,1,2,515000,0,1,56,0,0,TO_BE_DONE_UP,0,0,0,0,310,0,
8548,https://www.immoweb.be/en/classified/villa/for-sale/sint-kruis/8310/20294695,6,HOUSE,VILLA,Sint-Kruis,8310,Foerierstraat,3,1,4,675000,0,0,0,0,0,AS_NEW,1,426,0,600,247,600,
8547,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/20295528,5,HOUSE,HOUSE,Halle,1500,Schoolgatweg,10,0,4,620000,0,1,,0,0,AS_NEW,0,0,0,420,201,420,
8549,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2000/20313671,4,APARTMENT,APARTMENT,Antwerpen,2000,Entrepotkaai,10,1,2,859000,0,1,25,0,0,,0,0,0,,232,,
8546,https://www.immoweb.be/en/classified/house/for-sale/halle/1500/20295533,5,HOUSE,HOUSE,Halle,1500,Schoolgatweg,10,0,4,620000,0,1,,0,0,AS_NEW,0,0,0,420,201,420,
8551,https://www.immoweb.be/en/classified/house/for-sale/vilvoorde/1800/20288299,2,HOUSE,HOUSE,Vilvoorde,1800,Riddersstraat,36a,1,2,349500,0,1,,0,0,,0,0,0,130,105,130,
8550,https://www.immoweb.be/en/classified/villa/for-sale/zedelgem/8210/20290428,4,HOUSE,VILLA,Zedelgem,8210,Kastanjedreef,9,0,4,345000,0,1,20,0,0,TO_RENOVATE,0,0,0,637,293,637,
8553,https://www.immoweb.be/en/classified/house/for-sale/lier/2500/20290951,3,HOUSE,HOUSE,Lier,2500,Mechelsesteenweg,199,1,,355000,0,1,,0,0,,0,0,0,232,206,232,
8552,https://www.immoweb.be/en/classified/house/for-sale/stave/5646/20292058,3,HOUSE,HOUSE,STAVE,5646,,,1,4,349999,0,1,27,0,0,GOOD,1,1125,0,1259,144,1259,
8554,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2018/20267815,2,APARTMENT,APARTMENT,Antwerpen,2018,Gounodstraat,13,0,2,445000,0,1,,0,0,AS_NEW,0,0,0,,113,,
8555,https://www.immoweb.be/en/classified/house/for-sale/evergem/9940/20290934,5,HOUSE,HOUSE,Evergem,9940,Stationsstraat,32,0,,569000,0,0,0,0,0,,0,0,0,903,205,903,
8556,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20288082,4,HOUSE,HOUSE,Knokke-Heist,8300,Natiënlaan,20,1,2,750000,0,0,0,0,0,TO_RESTORE,0,0,0,77,128,77,
8557,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20290542,3,APARTMENT,APARTMENT,Berchem,2600,Ringlaan,58,0,,255000,0,1,,0,0,AS_NEW,0,0,0,,88,,
8558,https://www.immoweb.be/en/classified/loft/for-sale/gent/9000/20292093,2,APARTMENT,LOFT,Gent,9000,Edward Pynaertkaai,96,1,2,920000,0,1,40,1,1,AS_NEW,0,0,0,,195,,
8559,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/marcinelle/6001/20258226,4,HOUSE,MIXED_USE_BUILDING,Marcinelle,6001,Avenue Meurée,78,1,2,199000,1,0,0,0,0,TO_BE_DONE_UP,1,196,0,340,265,340,
8560,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20269594,4,HOUSE,HOUSE,Izegem,8870,Geitestraat,51,0,3,199000,0,0,0,0,0,GOOD,0,0,0,192,260,192,
8562,https://www.immoweb.be/en/classified/villa/for-sale/blankenberge/8370/20275530,3,HOUSE,VILLA,Blankenberge,8370,Zeebruggelaan,115,0,,595000,0,0,0,0,0,GOOD,0,0,0,676,204,676,
8561,https://www.immoweb.be/en/classified/house/for-sale/aubange/6790/20274903,4,HOUSE,HOUSE,AUBANGE,6790,Rue de Messancy,59,1,,285000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,1056,151,1056,
8563,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/oudenaarde/9700/20276052,12,HOUSE,MIXED_USE_BUILDING,OUDENAARDE,9700,Hoogstraat,2-4,1,,1295000,1,1,,0,0,GOOD,0,0,0,570,1000,570,
8564,https://www.immoweb.be/en/classified/mansion/for-sale/oudenaarde/9700/20276049,12,HOUSE,MANSION,OUDENAARDE,9700,Hoogstraat,2-4,1,,1295000,1,1,,0,0,GOOD,0,0,0,570,1000,570,
8566,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2020/20306277,2,APARTMENT,APARTMENT,Antwerpen,2020,Kruishofstraat,146,1,,210000,0,1,5,0,0,,0,0,0,,89,,
8567,https://www.immoweb.be/en/classified/apartment/for-sale/wilrijk/2610/20306276,2,APARTMENT,APARTMENT,Wilrijk,2610,Kruishofstraat,146,1,,210000,0,1,5,0,0,,0,0,0,,89,,
8565,https://www.immoweb.be/en/classified/house/for-sale/houyet/5560/20322502,3,HOUSE,HOUSE,Houyet,5560,Rue Saint-Roch,37,0,2,70000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,152,127,152,PublicSale
8569,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2610/20322809,4,HOUSE,HOUSE,Antwerpen,2610,Orchideeënstraat,63,1,,479000,0,0,0,0,0,AS_NEW,1,100,0,220,185,220,
8570,https://www.immoweb.be/en/classified/triplex/for-sale/brugge/8310/20303504,5,APARTMENT,TRIPLEX,Brugge,8310,Gaston Roelandtsplein,16,1,4,695000,0,1,130,0,0,GOOD,0,0,0,,296,,
8568,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20304321,1,APARTMENT,APARTMENT,Knokke-Heist,8300,Julius Hostestraat,1,0,,349500,0,0,0,0,0,AS_NEW,0,0,0,,46,,
8571,https://www.immoweb.be/en/classified/house/for-sale/diksmuide/8600/20264101,3,HOUSE,HOUSE,Diksmuide,8600,Kerkhofstraat,14,1,,165000,0,0,0,0,0,TO_RENOVATE,0,0,0,264,154,264,
8572,https://www.immoweb.be/en/classified/house/for-sale/deinze/9800/20319489,2,HOUSE,HOUSE,DEINZE,9800,,,1,2,169000,0,0,0,0,0,TO_RENOVATE,0,0,0,0,105,0,
